peso_mayer,peso_fng,peso_funding,b1,b2,b3,sortino_is,calmar_is,sharpe_is,max_dd_is,retorno_anual_is,exposicao_media,exposicao_media_abs,n_rebalanceios,n_recaps,descartada,motivo_descarte
0.0,0.0,1.0,0.5,1.0,1.5,0.03731922506787469,0.017657833161043086,0.227428828390603,-0.5925861430238903,0.010463787247061873,0.49617687019991036,0.49617687019991036,776,0,False,
0.0,0.0,1.0,0.5,1.0,2.0,0.1351208743853299,0.06521487538924702,0.2915672431659472,-0.571059879856666,0.03724159890465084,0.49507900966792595,0.49507900966792595,762,0,False,
0.0,0.0,1.0,0.5,1.0,2.5,0.08333317472303267,0.039496094221820724,0.2553532561284231,-0.5800272261028314,0.02290880997337874,0.49434473621340536,0.49434473621340536,756,0,False,
0.0,0.0,1.0,0.5,1.0,3.0,0.07972037677871883,0.03797510077961153,0.2524362665733729,-0.5770006566259391,0.021911658085272068,0.49471179557681694,0.49471179557681694,739,0,False,
0.0,0.0,1.0,0.5,1.5,2.0,0.1528226514882212,0.07545239238205655,0.30060231070350996,-0.550358274431006,0.04152584847307983,0.49727841620963525,0.49727841620963525,709,0,False,
0.0,0.0,1.0,0.5,1.5,2.5,0.10201257946783258,0.04940264376989664,0.265174531006241,-0.5596144493495936,0.02764643328970484,0.4965131537714209,0.4965131537714209,716,0,False,
0.0,0.0,1.0,0.5,1.5,3.0,0.0989762106023343,0.048199633815584814,0.26271100313769064,-0.5564078500935798,0.02681865462662736,0.49688855285645,0.49688855285645,711,0,False,
0.0,0.0,1.0,0.5,2.0,2.5,0.19512827167906144,0.09670490670758797,0.32610160028890306,-0.5395295836027837,0.05217515804829098,0.4955763605127306,0.4955763605127306,661,0,False,
0.0,0.0,1.0,0.5,2.0,3.0,0.19192993562317737,0.09568266877033375,0.32385870427993846,-0.5362566394252657,0.051310466406019994,0.4959546070044235,0.4959546070044235,663,0,False,
0.0,0.0,1.0,0.5,2.5,3.0,0.1341705501001985,0.06574316340254227,0.28461842749941724,-0.5460828326872165,0.035901212900678825,0.4953458603968097,0.4953458603968097,630,0,False,
0.0,0.0,1.0,1.0,1.5,2.0,0.32274231366981404,0.16792213290290495,0.3972315616156637,-0.4870128862874199,0.08178024261658345,0.49925979361907774,0.49925979361907774,468,0,False,
0.0,0.0,1.0,1.0,1.5,2.5,0.2666761006844757,0.13539794241524275,0.3611992086895291,-0.49756028000971264,0.06736863814086713,0.4984930801076093,0.4984930801076093,475,0,False,
0.0,0.0,1.0,1.0,1.5,3.0,0.26335062147848576,0.13467423566480535,0.3591575181844694,-0.49389131562170285,0.06651443543283797,0.49886744955320345,0.49886744955320345,470,0,False,
0.0,0.0,1.0,1.0,2.0,2.5,0.38091503235914537,0.19383063831438788,0.4310346997869477,-0.4887421245486041,0.094733197972386,0.4973732986390863,0.4973732986390863,443,0,False,
0.0,0.0,1.0,1.0,2.0,3.0,0.37740571179968335,0.1924292877566126,0.4293067484014,-0.4876604304674812,0.09384014930194051,0.4977506521236514,0.4977506521236514,445,0,False,
0.0,0.0,1.0,1.0,2.5,3.0,0.3131111074628247,0.15714843224199357,0.38903620247158643,-0.4957344695337663,0.0779038946955477,0.4970411575797447,0.4970411575797447,426,0,False,
0.0,0.0,1.0,1.5,2.0,2.5,0.3747505260404134,0.1947581995244465,0.42863776105748547,-0.48081205798456794,0.09364209072271823,0.5046792268052525,0.5046792268052525,274,0,False,
0.0,0.0,1.0,1.5,2.0,3.0,0.37125640179428177,0.19334381236702272,0.42689723940987623,-0.4797115507039077,0.09274926004958983,0.5050512493130367,0.5050512493130367,276,0,False,
0.0,0.0,1.0,1.5,2.5,3.0,0.3108480289221258,0.1592999373780494,0.3887670004458636,-0.4876619741878021,0.07768452194977282,0.5042818803154859,0.5042818803154859,270,0,False,
0.0,0.0,1.0,2.0,2.5,3.0,0.4565976238433862,0.227283027798681,0.4759817722602945,-0.49050547094751307,0.11148356858876873,0.5014626663581503,0.5014626663581503,160,0,False,
0.0,0.2,0.8,0.5,1.0,1.5,0.0658403647785153,0.03494111504063826,0.25685482467038934,-0.552653874846811,0.019310342618676923,0.48384246904326855,0.48384246904326855,777,0,False,
0.0,0.2,0.8,0.5,1.0,2.0,0.11457389956951068,0.05985767099084422,0.28785425713626267,-0.5518821482210083,0.03303438005393344,0.48604114991766767,0.48604114991766767,736,0,False,
0.0,0.2,0.8,0.5,1.0,2.5,0.07182909879445218,0.0371619967581407,0.25688354609605407,-0.556069662399326,0.020664658991384144,0.4859012319502094,0.4859012319502094,722,0,False,
0.0,0.2,0.8,0.5,1.0,3.0,0.07668849577475251,0.03971320350507036,0.26013402622931375,-0.5553617193180467,0.022055192978203353,0.48680831743144226,0.48680831743144226,700,0,False,
0.0,0.2,0.8,0.5,1.5,2.0,0.31372961505710895,0.16524976656662246,0.4033937835043183,-0.5074064252514247,0.0838487933272023,0.49014863826390515,0.49014863826390515,665,0,False,
0.0,0.2,0.8,0.5,1.5,2.5,0.26436587735926065,0.13770325953051543,0.3714992842729406,-0.5118969261391119,0.07048987527300721,0.48995808467770624,0.48995808467770624,671,0,False,
0.0,0.2,0.8,0.5,1.5,3.0,0.2707206683019814,0.14118289592387076,0.37560077169690054,-0.5110357182719005,0.07214950262616227,0.4908288382159905,0.4908288382159905,663,0,False,
0.0,0.2,0.8,0.5,2.0,2.5,0.31309138454690777,0.16022857615734587,0.40124138753550725,-0.5154083886762206,0.08258315225714274,0.4928344251554676,0.4928344251554676,583,0,False,
