peso_mayer,peso_fng,peso_funding,b1,b2,b3,sortino_is,calmar_is,sharpe_is,max_dd_is,retorno_anual_is,exposicao_media,exposicao_media_abs,n_rebalanceios,n_recaps,descartada,motivo_descarte
0.0,0.8,0.2,1.5,2.0,2.5,-0.09360622506175637,-0.04130162649287104,0.05961272953504757,-0.4025743429055031,-0.016626975146296075,-0.030252424407181764,0.10512814531903071,268,0,True,exposicao<25%
0.0,0.8,0.2,1.5,2.0,3.0,-0.2263523494420765,-0.08794026850523487,-0.06208071116580923,-0.4302153678482378,-0.03783325496365242,-0.028894991090169717,0.09651937944387538,261,0,True,exposicao<25%
0.0,0.8,0.2,1.5,2.5,3.0,-0.1187546255676475,-0.04899303142867649,0.002450174174923805,-0.2852294417116056,-0.01397425500216054,-0.01855920536577799,0.08039503378662363,241,0,True,exposicao<25%
0.0,0.8,0.2,2.0,2.5,3.0,0.16805255490531493,0.07100232380430287,0.1873852287061665,-0.2375120522203703,0.016863907639175224,-0.01352752929282207,0.0451361203939307,136,0,True,exposicao<25%
0.0,1.0,0.0,0.5,1.0,1.5,-0.7112429256365718,-0.2869221354608291,-0.3602349037179305,-0.8466993520751277,-0.24293678619069603,-0.042441684414057795,0.4608613549543951,671,2,False,
0.0,1.0,0.0,0.5,1.0,2.0,-0.7117751188472815,-0.2795698046719526,-0.3694045967212733,-0.8210416683697492,-0.22953845885366486,-0.031174390592767852,0.42372136005274047,600,0,False,
0.0,1.0,0.0,0.5,1.0,2.5,-0.7634684848249026,-0.2732336946748135,-0.4218884015472013,-0.8015104483030097,-0.21899966111029745,-0.029096907376579603,0.41167374669266454,582,0,False,
0.0,1.0,0.0,0.5,1.0,3.0,-0.7677778038447395,-0.2679470761767031,-0.4321390746267678,-0.7902587751547923,-0.2117475282257092,-0.030108423780132485,0.40412990379633307,561,0,False,
0.0,1.0,0.0,0.5,1.5,2.0,-0.7518818133956657,-0.27454061317263934,-0.4381687539637501,-0.7927808039800022,-0.2176505280361678,-0.031858689204335405,0.3420987168263702,515,0,False,
0.0,1.0,0.0,0.5,1.5,2.5,-0.8178935801309057,-0.2628056203544197,-0.5052946050890158,-0.7618043122844701,-0.20020645487859223,-0.027180320430761146,0.32729705709342977,510,0,False,
0.0,1.0,0.0,0.5,1.5,3.0,-0.8412474162487719,-0.26029979034476713,-0.5385868261631651,-0.7481731420182856,-0.1947493120089454,-0.02689421788242422,0.3189016225004165,492,0,False,
0.0,1.0,0.0,0.5,2.0,2.5,-1.0159773102993592,-0.29958650918018537,-0.7316822943753901,-0.7950563602321721,-0.2381881595634604,-0.023761478705357164,0.29217991667565757,406,1,False,
0.0,1.0,0.0,0.5,2.0,3.0,-1.0522577792877308,-0.29719780996215756,-0.7837285757618633,-0.781466390578728,-0.23225009983903,-0.02225448935623501,0.2837092066383826,394,1,False,
0.0,1.0,0.0,0.5,2.5,3.0,-1.1927707028544654,-0.2950766763113958,-0.9003922802674567,-0.7641793930306007,-0.22549151540112944,-0.019128569222833142,0.2723677180065129,364,1,False,
0.0,1.0,0.0,1.0,1.5,2.0,-0.13255150570942698,-0.06434911199555707,0.09136093494929666,-0.5540229300917421,-0.035650883576580195,-0.044189007994037154,0.2368453467550839,474,0,True,exposicao<25%
0.0,1.0,0.0,1.0,1.5,2.5,-0.06430500091734259,-0.031225852084739027,0.10871018511837774,-0.45328730633679737,-0.014154282379562622,-0.03951253961546488,0.22204098209873785,469,0,True,exposicao<25%
0.0,1.0,0.0,1.0,1.5,3.0,-0.036145021470281834,-0.01755827705349339,0.11808173629576377,-0.4225053494027432,-0.007418465981396394,-0.0392250099970547,0.21364919302829372,451,0,True,exposicao<25%
0.0,1.0,0.0,1.0,2.0,2.5,-0.09936418398977931,-0.05025676827376379,0.06695052659706589,-0.3983073639239433,-0.02001764089045932,-0.029077922837603503,0.18499389781594358,387,0,True,exposicao<25%
0.0,1.0,0.0,1.0,2.0,3.0,-0.0667754194335481,-0.03420662882164985,0.07884049313239978,-0.36173801655879556,-0.012373838063106546,-0.027571051888539637,0.17652474748609887,375,0,True,exposicao<25%
0.0,1.0,0.0,1.0,2.5,3.0,0.006347338672135721,0.0032504069833315273,0.1071308794029641,-0.28019960552420664,0.0009107627545226205,-0.023195271769757678,0.16332388454708124,352,0,True,exposicao<25%
0.0,1.0,0.0,1.5,2.0,2.5,-0.032581685937772865,-0.015099438310586879,0.10427727074964373,-0.39803479423881216,-0.006010101821076086,-0.02915710341956971,0.10626614422540911,254,0,True,exposicao<25%
0.0,1.0,0.0,1.5,2.0,3.0,0.01049616780751387,0.004860694918641045,0.12331586359035432,-0.3599181817792576,0.0017494524773009612,-0.02765116086157243,0.09779853433533799,242,0,True,exposicao<25%
0.0,1.0,0.0,1.5,2.5,3.0,0.15031940562522905,0.07343913725386621,0.1880526708503405,-0.23914927378017792,0.017562916341304913,-0.022418530281091753,0.08349898608756909,232,0,True,exposicao<25%
0.0,1.0,0.0,2.0,2.5,3.0,0.07379381416521141,0.0393193271453855,0.12637379409111074,-0.1963234919332265,0.007719307605646986,-0.010109315576726004,0.045624672958565204,121,0,True,exposicao<25%
0.2,0.0,0.8,0.5,1.0,1.5,-0.5899901861791218,-0.21559611604962142,-0.2494317612872313,-0.7143060399008214,-0.154001607873403,-0.020828864821639058,0.3293704599220743,771,0,False,
0.2,0.0,0.8,0.5,1.0,2.0,-0.5937532088559001,-0.20652801537058013,-0.2756688644751092,-0.6969231475252563,-0.1439341545242092,-0.021297959049010794,0.3082764023253993,765,0,False,
